Title,Ingredients,Steps,Loves,URL
Sambal tempe penyet kemangi,1 papan tempe--1 ikat daun kemangi siangi--bumbu yang dihaluskan :--3 siung bawang merah--1 siung bawang putih--3 buah cabe rawit merah--1 sachet trasi dibakar--1/2 buah tomat--secukupnya Gula--secukupnya Garam--,Potong tempe goreng. Blender bumbu sambal bersama trasi bakar.--Tumis bumbu masukkan garam dan gula tes rasa. Penyet tempe masukkan ke dlm sambal aduk rata. Masukkan daun kemangi tumis hingga layu. Sajikan--,25,/id/resep/3985579-sambal-tempe-penyet-kemangi
Tempe daging Rolade cabai hijau,1 tempe panjang (sesuai ukuran yg ada dipasar)--4 rolade yg sudah di goreng kemudian dipotong dadu--20 buah cabai keriting hijau--1 bawang merah--1 bawang putih--2 sdm saus tiram--1 lembar daun salam--1/2 sdt garam--1/2 sdt gula (klw suka manis boleh dksh)--1/4 air matang gelas kecil--3 sdm minyak--,"Goreng tempe yg sudah di potong dadu hingga kecoklatan--Masukan bumbu halus (cabai hijau,bawang merah&putih)--Tumis hingga harum,masukan daun salam,masukan saus tiram,gula,garam aduk rata beri air 1/4 gelas kecil--Masukan tempe dan roladenya aduk rata koreksi rasa--Selamat mencoba 😊--",7,/id/resep/4269219-tempe-daging-rolade-cabai-hijau
Tempe Tahu Pedas Manis,"5 buah tahu--1 papan tempe--3 lembar daun salam--2 batang serai geprek--5 siung bawang merah--3 siung bawang putih--1 sdt ketumbar bubuk--4 buah kemiri--5 buah cabe keriting--1 ruas jahe--Secukupnya garam, penyedap--Secukupnya air--Secukupnya kecap manis--","Potongi tempe dan tahu sesuai selera. Goreng--Blender bumbu kecuali daun salam dan serai--Tumis bumbu dengan daun salam dan serai. Tunggu hingga harum masukkan tempe dan tahu aduk rata. Tambahkan air, kecap, garam dan penyedap secukupnya. Masak hingga bumbu meresap. Angkat sajikan.--",7,/id/resep/4269383-tempe-tahu-pedas-manis
Tempe Gembus Goreng Tepung,1 papan tempe gembus--1 bks bumbu racik--5 sdm tepung terigu--Secukupnya air--Secukupnya daun bawang--Minyak untuk menggoreng--,Potongi tempe gembus sesuai selera--Buat adonan tepung. Jangan terlalu encer. Masukkan tempe lumuri merata. Dan goreng.--,10,/id/resep/4269343-tempe-gembus-goreng-tepung
Oseng Sayur Tempe,1/2 papan tempe potong dadu--3 siung bawang putih--5 siung bawang merah--1 buah cabe merah--5 buah cabe rawit--1 buah tomat--1 ruas lengkuas--2 sdm saos tiram--1 sdt garam--1 sdt gula--2 sdm kecap--secukupnya kol--secukupnya kacang panjang--,Goreng tempe sisihkan--Tumis bawang dan laos hingga harum..masukkan tomat dan cabe--Masukkan sayuran beri sedikit air--Masukkan saos tiram gula garam dan kecap--Setelah kuah agak asat masukkan tempe--,30,/id/resep/4269164-oseng-sayur-tempe
"Tumis toge,buncis,tempe",150 gr toge--25 gr buncis/secukupnya--1/4 papan tempe/secukupnya--3 siung bawang merah--2 siung bawang putih--1/2 buah tomat--Seruas lengkuas (dikeprek)--Sedikit air--Sedikit minyak untuk menumis--secukupnya Masako rasa ayam--2 lembar daun salam--,"Cuci bersih toge dan buncis..potong2 buncis kurang lebih 1cm,potong2 tempe (potong bentuk korek/sesuai selera)--Iris cabe, bawang merah,bawang putih, Tomat,keprek lengkuas--Tuangkan sedikit minyak ke wajan untuk menumis bawang2an,masukan bawang merah, bawang putih,daun salam lengkuas,daun salam,cabe--Tunggu sampai harum,masukan tempe aduk2 diamkan dlu sesaat,masukan buncis, tambahkan air secukupnya/selera ya klo air nya mau banyak tinggal di tambah..--Tunggu sesaat sampai buncis setengah matang,masukan tomat dan toge,tutup dlu sebentar wajannya kurleb 3 menit,angkat dan hidangkan--",25,/id/resep/4269195-tumis-togebuncistempe
Tumis tempe&terong hijau,"10 buah terong hijau--1 papan tempe--3 sdm udang rebon--1 papan petai--Bumbu hlus:--7 cabe rawit--5 bawang merah--2 bawang putih--1 ruas lengkuas geprek--secukupnya Garam, gula, penyedap--",Potong tempe dan terong... Cuci terong terlebih dahulu--Tumis bumbu halus.. Msukan petai dan rebon.. Tumis hinga harum--Masukkan tempe dan terong... Beri sedikit air..--Msak hingga mtang.. Icip rasa.. Stlh mtang siap dihidangkan..--Simple kn--,4,/id/resep/4269299-tumis-tempeterong-hijau
Tempe kekinian (tempe melettt),1 papan tempe--Bumbu halus :--15 cabe rawit hijau--10 cabe keriting hijau--2 tomat hijau--3 siung bawang merah--2 siung bawang putih--Bumbu tepung:--1 sdt ketumbar--3 siung bawang putih--2 siung bawang merah--1/4 ruas kunyit--2 butir kemiri (saya gak pakai)--1/4 tepung terigu--1 tangkai daun bawang iris halus--secukupnya Garam--Kaldu bubuk secukupnya (royko)--,"Haluskan cabai,bawang dan tomat--Tumis sebentar tmbahkan garam,gula,kaldu bubuk,koreksi rasa.--Potong tempe sesuai selera lubangi tengahnya lalu beri isian cabai yg ditumis tadi.seperti buat isi tahu ya bun.--Haluskan bumbu tepung,lalu cairkan dengan air,koreksi rasa--Masukan tempe ke dalam lumuran tepung,goreng dengan minyak panas.. Selesai.--Selamat mencoba ibu ibu...--",14,/id/resep/4269336-tempe-kekinian-tempe-melettt
Opor Tahu Tempe Ayam,Bahan:--1 tahu sutera--1/2 papan tempe--Ayam--Bumbu halus:--5 bawang merah--5 bawang putih--2 kemiri--1 sdm ketumbar--1 ruas kunyit--3 cabe rawit merah--Sereh--Lengkuas--Jahe--Salam--Santan (kara)--,"Goreng setengah matang tahu dan tempe--Tumis bumbu halus sampai harum, masukan sereh salam lengkuas jahe--Masukan ayam--Masukan tahu tempe. Tambahkan air dan santan--Sajikan 😊😊--",7,/id/resep/4268922-opor-tahu-tempe-ayam
Orek Tempe,ukuran kecil Tempe--5 bh Cabe merah--6 butir Bawang merah--6 siung Bawang putih--1 sdt Ketumbar bubuk--1 sdt Gula merah--1 sdt Gula pasir--1 sdm Kecap manis--Sejumput kecil Asem jawa--1/2 gelas Air--Penyedap rasa--Garam--Lengkuas--Salam--Daun jeruk--,"Iris tipis tempe, cuci, goreng sampai garing--Iris semua bumbu, goreng sampai matang--Masukan air, gula merah, gula pasir, asem jawa, penyedap rasa, salam, daun jeruk, garam, lengkuas.--Koreksi rasa. Kalau rasanya sudah pedas, manis, asam masukan tempe--Aduk sampai kuah garing--Angkat--",3,/id/resep/4268697-orek-tempe
Tempe goreng spesial,1 papan tempe potong kotak--1/4 sdt kunyit bubuk--1/4 sdt ketumbar bubuk--2 siung bawang merah haluskan--Gula--Garam--Penyedap--Minyak goreng--Air--,"Rebus air dan masukkan semua bumbu, lalu masukkan tempe. Masak hingga 10 menit hingga matang dan air agak menyusut. Tiriskan lalu goreng tempe hingga agak kecokelatan.--",3,/id/resep/4268729-tempe-goreng-spesial
Nugget Tempe Rumahan,1/2 papan tempe--5 dsm tepung bumbu--secukupnya Lada bubuk--secukupnya pala bubuk--1 butir telur--Air--,"Kukus tempe, kemudian haluskan.--Masukkan tepung, telur dan bumbu2 kedalam adonan tempe, jangan lupa tambahkan sedikit air. Aduk rata, sampai semua tercampur rata.--Bentuk adonan (lebih baik pakai cetakan, punya saya cuma dicetak pakai sendok)--Goreng dengan api sedang. Angkat nugget saat sudah kecokelatan. Tiriskan dan siap disajikan--",9,/id/resep/4266804-nugget-tempe-rumahan
Tempe gejrot,Bahan sambal :--1 siung bawang putih--2 siung bawang merah--4 biji cabe rawit ijo--5 biji cabe rawit setan--secukupnya Garam--Bahan tepung--secukupnya Ketumbar--2 siung bawang putih--secukupnya Garam--Sedikit kunyit untuk pewarna (bisa diskip)--1/4 kg Tepung terigu--Daun bawang iris lembut--secukupnya Air--1 papan tempe--,"Goreng bawang putih, dan bawang merah, lalu haluskan bersama cabe dan garam--Isi tempe dengan sambal--Uleg bumbu untuk tepung, kemudian adon dengan bahan lain sampai rata, icip--Goreng tempe hingga kuning kecoklatan, sajikan selagi hangat--",10,/id/resep/4266233-tempe-gejrot
Tempe Bacem,"1 papan tempe, potong sesuai selera--2 buah gula merah, sisir halus--2 lbr daun salam--Gula pasir--Air/air kelapa--Bumbu dihaluskan :--5 buah bawang merah--4 buah bawang putih--3 buah kemiri--1 sdt ketumbar--Garam--","Campurkan tempe dg bumbu yg dihaluskan. Masukkan daun salam & gula merah. Aduk rata, tambahkan air--Masak hingga tempe matang dan air menyusut sambil sesekali tempe dibolak-balik agar bumbu meresap dg rata. Cicipi, koreksi rasa. Angkat, sajikan hangat :)--",15,/id/resep/4019284-tempe-bacem
Oseng-Oseng Tempe Kacang Panjang,"1/2 papan Tempe--5 lonjor Kacang Panjang--10 Cabe--5 siung Bawang Merah--2 siung Bawang Putih--1/2 buah Tomat--1/2 sdt Garam--Secukupnya Kecap Manis, Penyedap Rasa & Air--","Potong2 tempe & kacang panjang. Iris2 bumbunya.--Siapkan teplon & minyak.. goreng tempe..angkat.--Kemudian tumis bumbu masukan kacang panjang lalu ksh air, garam, penyedap.. stlh kacang panjang setengah mateng masukan tempe.. ksh kecap, aduk2 sampe rata dan bumbu menyerap.--Test Rasa.. Angka.. sajikan..--",4,/id/resep/4244264-oseng-oseng-tempe-kacang-panjang
Tempe mendoan,1 potong tempe--Tepung terigu--Bumbu tepung :--2 siung bawang putih--1 sdt ketumbar--1/2 ruas kunyit--Secukupnya garam--Daun bawang--Secukupnya air--,"Potong tempe sesui selera--Haluskan bawang putih, ketumbar, garam--Campurkan bumbu halus, tepung terigu, daun bawang, dan air aduk rata--Setelah adonan jadi, lumurkan tempe ke adonan kemudian goreng sampau kuning keemasan--Angkat dan siap disajikan bersama sambal kecap lebih nikmat--",0,/id/resep/4265198-tempe-mendoan
Tempe jeletot,1 buah papan tempe--Bahan sambal:--15 buau cabai ijo--5 buah cabai rawit jawa--3 buah cabai merah--3 siung bawang merah--1 siung bawang putih--Secukupnya garam--Secukupnya royco--Bahan tepung:--1 bks tepung terigu serbaguna (me: tepung tempe kriuk kobe)--,"Potong tempe agak tebal, lalu belah tengahnya jgn smpai putus--Siapkan bahan sambal, lalu uleg bahan sampai setengah halus, lalu tumis hingga harum--Masukkan sambal kedlm tempe yg sdh dibelah--Cairkan tepung terigu, lalu lumuri tempe, panaskan minyak, goreng hingga kecoklatan--Angkat, dan sajikan--",79,/id/resep/4264972-tempe-jeletot
Tempe Goreng Kriuk,1 kotak tempe--7 sdm tepung terigu--1 sdm tepung beras--1 batang daun bawang--Garam--Kaldu bubuk--Air--Bumbu halus :--4 siung bawang putih--2 siung bawang merah--secukupnya Ketumbar--secukupnya Merica--1 ruas kunyit--,"Potong2 tipis tempe sesuai selera--Campur bumbu halus, tepung terigu, tepung beras, daun bawang, garam, kaldu bubuk dan air. Kekentalan sedang. Koreksi rasa.--Celupkan tempe ke adonan tepung. Goreng smpe matang kuning keemasan.--Tempe goreng kriuk siap dinikmati😄--",4,/id/resep/4264304-tempe-goreng-kriuk
Tempe Mendoan,1 batang tempe daun--20 sdm terigu--1 btg Daun bawang--secukupnya Daun seledri--secukupnya Air--1/2 sdt Garam halus--Penyedap (aq pilih rasa sapi)--Minyak goreng--,"Potong tempe sesuai selera.--Siapkan air untuk rendaman tempe yang sudah dicampur dg setengah bks penyedap.--Rendam tempe yg sudah dipotong-potong ke dlm air yg sdh disiapkan (no. 2). Biarkan kurleb 5 mnt.--Sementara tempe di rendam. Kita siapkan dl adonan tepung nya. Masukkan tepung ke dalam wadah, tambahkan garam, sisa penyedap, daun bawang dan seledri. Aduk hingga rata. Kemudian tambahkan air sdikit2, hingga adonan rata tidak menggumpal. Sy buat adonan nya gak sdikit kental, biar lbh berasa kenyal gurih nya. Icip2 dl, bagi yg suka asin, bs dtmbahkan garamnya.--Stelah adonan tepung siap. Ambil tempe celupkan ke adonan tepung, kemudian goreng dalam minyak panas hingga kekuningan.--Angkat, tiriskan, sip dihidangkan.--",9,/id/resep/4264872-tempe-mendoan
Tempe Jeletot,Tempe--Tepung bumbu--Teri--Air--Daun bawang--Haluskan :--15 rawit--5 cabe merah--1 tomat merah--1/2 sdt terasi--secukupnya Gula--secukupnya Garam--,"Potong tempe agak tebal lalu belah tengahnya untuk isian--Goreng teri, sisihkan. Tumis cabe tambahkan gula dan garam.--Masukkan teri masak hingga matang--Ambil tempe beri isian sambel--Campur tepung bumbu, daun bawang dan air aduk hingga jadi adonan kental--Celupkan tempe keadonan tepung lalu goreng hingga kekuningan.--Tempe jeletot siap disajikan--",2,/id/resep/4264513-tempe-jeletot
Tempe Isi Sosis Saus Keju,Tempe--Sosis--Tepung bumbu--secukupnya Air--Daun bawang--Bahan saus keju :--250 susu cair flat--50 gr keju parut--1 kuning telur--1 sdm maizena--2 sdm air--,"Potong tebal tempe, belah tengahnya untuk isian--Potong sosis sesuai panjang tempe, belah 4--Ambil tempe beri isian sosis--Campur tepung bumbu, daun bawang dan air--Celupkan tempe pada adonan tepung lalu goreng hingga kekuningan--Saus keju : larutkan maizena bersama air dan telur. Masak susu cair dan keju dengan api kecil, tambahkan larutkan maizena. Masak hingga mengental, angkat--Tata tempe isi sosis lalu siram saus keju--",1,/id/resep/4264678-tempe-isi-sosis-saus-keju
Oseng tempe aka Tumis tempe,"1 papan Tempe, iris dadu panjang--sesuai selera Cabai--3 sdm Kecap manis--2 cm Lengkuas--2 sdt Kaldu ayam bubuk--5 siung Bawang merah--3 siung Bawang putih--Garam--Gula pasir--Merica--","Goreng setengah matang (bisa juga sampai matang) tempe. Sisihkan.--Iris halus bawang merah dan bawang putih. Iris serong cabai, lalu di cuci (pakai sarung tangan, jangan pakai tangan langsung). Tumis dengan sedikit minyak lengkuas, bawang merah, dan bawang bawang putih, setelah harum masukan irisan cabai. Setelah layu, masukan tempe, aduk rata.--Masukan air (sekitar 300 ml), masukan garam, gula pasir, kecap manis, kaldu bubuk, dan sedikit lada hitam. Masak hingga matang dan jangan lupa cek rasa.--Siap disajikan dengan nasi panas. Selamat menikmati! ♡--",0,/id/resep/4264936-oseng-tempe-aka-tumis-tempe
Tempe mendoan isi kekinian,4 potong tempe goreng--3 Rawit merah--3 Rawit merah besar--3 rawit hijau--3 bawang putih--3 bawang merah--Daun bawang--1/4 sdt kaldu ayam--Tepung bumbu--,"Haluskan bawang merah, bawang putih, dan cabai (kalau saya rebus dulu sebelum dihaluskan)--Tumis bumbu halus beri sedikit kaldu.. Tumis hanya sampai layu/harum kemudian tiriskan untuk isian tempe--Tempe seperti di belah menjadi 2 tapi jangan sampai putus untuk isian bumbu halus--Masukkan bumbu halus ke dalam tempe--Ambil tepung bumbu. Buat adonan seperti mendoan jangan terlalu kental/cair. Campurkan irisan daun bawang.--Panaskan minyak (minyaknya agak banyak biar tempenya tenggelam) goreng sampai warna kekuningan--",10,/id/resep/4264706-tempe-mendoan-isi-kekinian
Sambel tempe uleg,1 papan tempe potong dadu kecil--6 butir bawang merah--4 butir bawang putih--3 buah cabe merah keriting (optional)--secukupnya Garam--secukupnya Gula--secukupnya Minyak----,"Goreng tempe kering, sisihkan--Goreng bawang merah, bawang putih, cabe merah sampai harum--Haluskan bumbu yang sudah digoreng--Masukkan gula dan garam secukupnya--Setelah setengah halus, masukkan sedikit minyak bekas untuk goreng bumbu. (Lebih enak lagi jika dimasukkan ketika minyak panas)--Masukan tempe dalam sambal, haluskan--Sambel tempe uleg siap disajikan--",11,/id/resep/4263310-sambel-tempe-uleg
Tumis genjer tempe semangit,4 iket Genjer--Tempe semangit--Cabe rawit merah--Bawang merah--Bawang putih--Jahe--Gula jawa [disisir halus]--Saori saos tiram--Secukupnya garam dan royco--Air--,"Siangi ganjer cuci bersih lalu rebus sbntar [3menit] sisihkan--Tumis cabe, bawang merah, bawang putih, jahe sampe harum--Masukan tempe yg sudah dipotong2,--Masukan genjer yg sudah direbus--Seasoning ya, garam, gula, saori, gula jawa, air sedikit--Koreksi rasa, angkat dan sajikan--",9,/id/resep/4263316-tumis-genjer-tempe-semangit
"Kacang koro, tempe, tahu masak santan pedas",200 gram kacang koro--1/2 tahu putih--1/2 tempe kacang--1 buah santan instan ukuran kecil--🌵 bumbu halus--5 siung Bawang merah--3 siung bawang putih--2 buah miri sangrai--1 ruas laos--3 buah cabai kriting--10 buang cabe kecil (sesuai selera)--1 buah sereh--2 buah daun salam--1 buah daun bawang--secukupnya Gula garam--,"Potong secil kecil tahu dan tempe lalu goreng setengah matang--Di tempat lain tumis bumbu halus, daun sereh dan daun salam dengan sedikit minyak hingga harum--Lalu masukkan tahu tempe dan kacang koro (sebelumnya rebus dulu ya) lalu tambahkan air secukupnya masak hingga semua bahan empuk--Bila sudah empuk tambahkan santa aduk jangan sampai pecah dan tambahkan gula garam dan lalukan tes ras bila sudah pas tambahkan daun bawang hingga 1 kali mendidih angkat dan sajikan--",8,/id/resep/4263764-kacang-koro-tempe-tahu-masak-santan-pedas
Tempe isi ranjau krispy,1 papan tempe--1 bungkus tepung krispy (sajiku)--Bahan isian :--5 siung bawang putih--5 siung bawang merah--5 buah cabe keriting--5 buah cabe rawit (sesuaikan pedasnya)--1 buah tomat--1 sdt terasi--secukupnya Garam--secukupnya Gula--,"Potong tempe menjadi 8 bagian atau sesuai selera, iris menjadi 2 bagian tapi jangan sampai putus ya--Haluskan bahan isian bisa di blender atau diulek seperti saya, tapi rekomendasi dari saya lebih enak diulek ya..jadi masih ada tekstur cabe nya--Tumis dengan sedikit minyak hingga harum, cek rasa jika sudah pas matikan api--Masukan tumisan sambal tadi ke dalam tempe, yang buanyak ya biar mantap 😂--Campur tepung krispy dengan air es biar lebih kriuk, celupkan tempe tadi ke dalam tepung dan goreng hingga matang--Tempe isi ranjau krispy siap dinikmati, apalagi masih anget2 jadi kriuks nya berasa banget ya...ups,pedasnya juga berasa 😁--Nih penampakan dalamnya...cabe nya mantap 😄 selamat mencoba--",7,/id/resep/4262526-tempe-isi-ranjau-krispy
Sambel teri nasi tahu tempe😄,1 ons Teri medan--tempe setengh saja--2 buah tahu kuning--15 biji cabe merah--bawang putih 2 di goreng--bawang merah 5 di goreng--daun salam--gula--Royko--tomat setengah--,Potong tempe dan tahu bentuk Korek dan goreng sampai kering--Goreng teri nasi sampai kering juga tapi saya ngga terlalu kering ah takut sakit gigi makannya😄--Blender cabe tomat bawang merah bawang putih yg sudh di goreng tadi--Tumis daun salam dan masukan bumbu yang sudh di blender tadi sampai haruuuuum.. lalu. masukan tempe tahu teri nasi aduk aduk deh--Masukan gula putih secukupnya dan royko sedikit cek rasa kalau sudah di rasa enak matikan api--Taraaaaaaa.. makan lahap euy😘😘😘--,66,/id/resep/4262864-sambel-teri-nasi-tahu-tempe%F0%9F%98%84
Tempe Oreg praktis,1 papan tempe potong-potong--3 siung bawang merah--2 siung bawang putih--2 cabe merah--2 cabe hijau--secukupnya laos--secukupnya gula merah--secukupnya kecap--secukupnya garam/royco (kalau g suka royco bs d skip)--secukupnya air--,"Siapkan wajan dan panaskan minyak, goreng tempe yang sudah d iris setengah matang, angkat dan tiriskan--Iris-iris semua bumbu (duo bawang dan duo cabe), geprek laos--Siapkan wajan dan sedikit minyak untuk menumis--Tumis bumbu sampai harum, masukan tempe yang sudah di goreng tambahkan sedikit air, garam, gula merah dan kecap, aduk sampai rata--Cek rasa, setelah airnya susut matikan kompor--Oreg tempe siap dihidangkan--",7,/id/resep/4263133-tempe-oreg-praktis
Tempe tepung Mamasuka simple banget,"1 papan tempe, iris2 tipis tapi lebar--1 bungkus besar tepung terigu mamasuka, atau 2 bungkus yg kecil--1 lembar daun bawang iris tipis--secukupnya Air--","Campur smua bahan, adonan jangan terlalu kental dan jangan terlalu encer..--Masukkan tempe ke adonan lalu goreng sampai kecoklatan. Angkat, tiriskan.--",7,/id/resep/4263245-tempe-tepung-mamasuka-simple-banget
Tempe pete kemangi orek,"1/4 papan tempe, potong kotak--2 buah bawang merah--2 buah bawang putih--1 papan petai--2 ikat daun kemangi--1 ruas laos, keprek--Secukupnya cabe rawit--Secukupnya garam--Secukupnya kecap--","Potong dadu tempe, lalu di goreng sampai agak kering--Tumis bawang merah, bawang putih, cabe, laos sampai harum. Lalu masukan tempe dan petai. Tambah garam dan kecap. Masukan daun kemangi sampai layu. Sajikan.--",30,/id/resep/4262655-tempe-pete-kemangi-orek
Tempe Pedas Teri,"Teri medan--Tempe (potong kecil2 sesuai selera)--bawang merah (semakin banyak,semakin enak)--secukupnya bawang putih--cabe rawit--terasi--daun jeruk/salam--","Goreng tempe&teri secara terpisah hingga matang--Potong kecil2/rajang bawang putih,bawang merah,cabe sebagai bumbu--Tumis bumbu dan terasi hingga matang. Jangan lupa masukkan daun--Masukkan tempe&teri yang sudah dimasak. aduk hingga bercampur--Masakan siap dihidangkan. saya tambah dengan taburan bawang goreng saat disajikan--",3,/id/resep/4262589-tempe-pedas-teri
Tempe tepung sederhana,1 papan tempe--250 gram terigu--secukupnya Air--Bumbu halus:--2 siung bawang putih--1 sdm ketumbar--2 buah kemiri--1/2 sdt Bubuk kunyit--secukupnya Garam--secukupnya Royco--1 batang daun bawang--Minyak untuk menggoreng--,"Haluskan bawang putih,ketumbar,kemiri setelah halus Campurkan kedalam terigu beri air secukupnya ajh ya jngn terlalu kental atau terlalu encer, aduk2 hingga tdk bergerindil tambah garam dan royco cek rasa lalu masukan daun bawang--Iris tempe tipis-tipis ya lalu masukkan kedalam adonan,lalu panaskan minyak baru masukkan tempe goreng hingga kekuningan yaa.... 😉😉--",5,/id/resep/4259348-tempe-tepung-sederhana
Tempe jotos ala akuh,1 papan tempe--secukupnya Terigu--15  Cabe rawit merah biar josss--1 siung Bawang putih .. suami ama anak kurang suka bawang putih--secukupnya Garam--secukupnya  Royco buat bumbu tepung--,Potong tempe sesuai selera...belah tengahnya buat masukin sambel--Cuci cabe dan kupas bawang..ulek aga kasar ksh garam secukupnya..sirem minyak sayur panas...biar harum...apalagi kl bekas goreng ayam...enaaakk--Masukan sambel ke tempe..sisihkan--Cairkan terigu beri garam dan royco..tes rasa...ksh potongan daun bawang--Panaskan minyak.goreng tempe sampe kecoklatan...--Taraaaa...jadi deh...nagihin deh pokoknya--,2,/id/resep/4261628-tempe-jotos-ala-akuh
Tempe Jeletot,1 papan tempe potong agak tebal lalu disayat tengahnya--Tepung bumbu serbaguna(tepung sasa serba guna yang spicy)--Sambal isian :--25 cabai rawit merah--10 cabai merah keriting--5 siung bawang merah--1 siung bawang putih--Trasi--Kencur--Garam--,"Masak bahan sambal setengah matang saja,lalu haluskan jangan lupa kasih garam,terakhir siram sambal dengan sisa minyak panas bekas menggoreng bahan sambal tadi.--Ambil tempe yang sudah disayat tengahnya beri isian sambal.--Cairkan tepung bumbu serbaguna dengan air es,jangan terlalu encer.--Celupkan tempe ke tepung serbaguna,lalu goreng sampai matang.--Sajikan selagi hangat dengan cabai rawit,selamat mencoba😍--",14,/id/resep/4261813-tempe-jeletot
Tumis kacang panjang campur tempe sederhana,secukupnya Kacang panjang  (kalo saya cukup beli 2 ribu saja)--secukupnya Tempe  (di potong kecil-kecil kemudian di goreng)--1/4 gelas air--1/2 sdt garam--2 sdt gula--2 sdt royco--2 sdm minyak goreng--Bumbu ulek :--3 siung bawang merah--2 siung bawang putih--1/2 buah terasi (terasi harga 500 di bagi 2)--9 biji cabe rawit--,"Tumis bumbu ulek di minyak yang telah panas hingga harum--Kemudian masukan kacang panjang dan aduk hingga rata biarkan sebentar--Lalu tambahkan air, gula, garam dan royco aduk kembali.--Terakhir masukan tempe yang sudah di goreng terlebih dahulu lalu aduk kembali dan biarkan sampai air.nya tinggal sedikit.. Kemudian sajikan dengan nasi dan siap untuk di makan.--",9,/id/resep/4261544-tumis-kacang-panjang-campur-tempe-sederhana
Tempe orek koL,1 papan tempe sedang--2 lembar kol--5 cabe merah--5 cabe rawit(sesuai selera yaa)--5 bawang merah--5 bawang putih--1 tomat (ukuran kecil)--2 sendok Minyak--1/2 sdt garam--Mecin--Royko--,"Iris bawang merah, bawang putih, cabe merah, cabe putih & tomat--Masukan Minyak sayur lalu tumis bahan dilangkah pertama--Masukan tempe dan kol--Masukan garam mecin dan royko--Tunggu hingga matang--Lalu sajikan--",5,/id/resep/4261290-tempe-orek-kol
Orek telur tempe geprek crispy,3 biji telur--1 papan tempe--Tepung bumbu (saya pake kobe pedas)--6 biji bawang merah--3 biji bawang putih--2 buah cabe merah--10 buah cabe rawit--Garam--Gula--Penyedap rasa (saya pake masako sapi)--,"Kocok telur, tambahkan sedikit garam, lalu goreng orak arik. Sisihkan--Potong tempe dadu, taburi tepung bumbu sama sedikit air di ulet. Lalu taburi lagi tepung bumbu sampai tidak terasa lengket. Goreng, sisihkan--Untuk sambal: Goreng sebentar saja bawang merah, bawang putih, lombok (sebentar sj biar agak gampang pas ngulegnya? Haluskan dengan garam, gula, penyedap. Lalu tambahi sedikit minyak goreng yg msh panas td.--Masukkan telur, sambal, dan tempe yg sudah di geprek dlm cobek di orek dalam wajan dengan api yg sangat kecil. Supaya tercampur rata sambalnya--Orek telur tempe geprek crispy siap di hidangkan😊😋--",7,/id/resep/4261402-orek-telur-tempe-geprek-crispy
Tempe isi,2 papan tempe--Isian :--sesuai selera Bawang merah--secukupnya Cabe merah--secukupnya Cabe rawit--Gula--Garam--Penyedap (optional)--Bahan kulit :--7 sdm tepung terigu--2 sdm tepung beras--3 siung bawang putih--secukupnya Ketumbar--1 ruas kunyit--Garam--Air--,"Iris tempe, belah tengahnya untuk isian. (jangan terlalu tebal, agar matang sampai kedalam)--Tumis bahan isian hingga layu (jangan terlalu lama, cukup sampai layu saja) ulek kasar/sesuai selera.--Masukan bahan isian yg sudah di ulek ke dalam tempe--Bahan pencelup : haluskan bawang putih, ketumbar, kunyit. Campurkan kedalam tepung terigu dan tepung beras, beri air sampai kekentalan sedang, beri garam dan penyedap. Tes rasa--Panaskan minyak untuk menggoreng tempe,--Celupkan tempe yg sudah diisi ke dalam adonan tepung, goreng hingga kuning keemasan. Angkat dan sajikan--",0,/id/resep/4261116-tempe-isi
Orek tempe mantap,Tempe segar (saya prever beli di pasar tradisional drpd supermarket)--2 bawang merah--1 bawang putih (agak besar)--1 daun salam--1 sereh--1 jari lengkuas--1 cabe merah--3 cabe rawit--Sejumput terasi (optional bisa di skip)--,"Potong dadu tempe sesuai selera. Lalu goreng setengah matang.--Tumis bawang merah, bawang putih sampai harum.--Masukan daun salam, sereh dan lengkuas yg di geprek. Bisa tmbh terasi yg mau.--Masukkan tempe ke dalam tumisan. Masukkan cabe merah, cabe rawit. Beri kecap (sesuai selera), beri garam, gula secukupnya, royco/masako sedikit.--Tunggu sampai kecap meresap dan bumbu2 ke dalam tempe. Lalu hidangkan. Simple kan👍🏻 bisa dishare hasil recooknya yaa.--",2,/id/resep/4260893-orek-tempe-mantap
Nuget TEMPE Sayur sehat no MSG,1 btg tempe--3 btg wortel--1 bh brokoli--bahan² yg di haluskan--3 siung bawang merah--3 siung bawang putih--secukupnya garam dan gula--bahan tambahan--5 sdm tepung terigu--tepung panir--1 bh telur--,"Potong2 tempe lalu kukus, sambil menunggu tempe dikukus, bersih kan wortel dan brokoli lali blender kasar--Siapkan wadah uleg tempe yg sudah dikukus tadi lalu campurkan ke adona wortel dan brokoli yg sudah di blender--Masukkan tepung, telor, gula dan garam lalu aduk rata--Kukus kembali sampai adonan kencang--Setelah dingin potong2 kukusan tadi, lalu celupkan ke dalam adonan tepung encer lalu baluti dgn tepung panir--Goreng dengan api kecil--",17,/id/resep/4260406-nuget-tempe-sayur-sehat-no-msg
